   PID    TID %CPU     TIME NLWP  C
 41991  45494  0.0 00:00:11 1072  0
 41991  45495  0.0 00:00:11 1072  0
 41991  45496  0.0 00:00:11 1072  0
 41991  45497  0.0 00:00:11 1072  0
 41991  45498  0.0 00:00:11 1072  0
 41991  45499  0.0 00:00:11 1072  0
 41991  45500  0.0 00:00:01 1072  0
 41991  45501  0.0 00:00:01 1072  0
 41991  45502  0.0 00:00:11 1072  0
 41991  45503  0.0 00:00:01 1072  0
 41991  45504  0.0 00:00:12 1072  0
 41991  45505  0.0 00:00:01 1072  0
 41991  45506  0.0 00:00:11 1072  0
 41991  45508  0.0 00:00:01 1072  0
 41991  45509  0.0 00:00:11 1072  0
 41991  45510  0.0 00:00:01 1072  0
 41991  45511  0.0 00:00:01 1072  0
 41991  45512  0.0 00:00:11 1072  0
 41991  45513  0.0 00:00:11 1072  0
 41991  45514  0.0 00:00:11 1072  0
 41991  45515  0.0 00:00:01 1072  0
 41991  45516  0.0 00:00:01 1072  0
 41991  45517  0.0 00:00:11 1072  0
 41991  45518  0.0 00:00:11 1072  0
 41991  45519  0.0 00:00:01 1072  0
 41991  45520  0.0 00:00:11 1072  0
 41991  45521  0.0 00:00:01 1072  0
 41991  45522  0.0 00:00:11 1072  0
 41991  45523  0.0 00:00:01 1072  0
 41991  45524  0.0 00:00:11 1072  0
 41991  45525  0.0 00:00:01 1072  0
 41991  45526  0.0 00:00:01 1072  0
 41991  45527  0.0 00:00:11 1072  0
 41991  45528  0.0 00:00:01 1072  0
 41991  45529  0.0 00:00:11 1072  0
 41991  45530  0.0 00:00:01 1072  0
 41991  45531  0.0 00:00:01 1072  0
 41991  45532  0.0 00:00:11 1072  0
 41991  45533  0.0 00:00:11 1072  0
 41991  45534  0.0 00:00:01 1072  0
 41991  45535  0.0 00:00:11 1072  0
 41991  45536  0.0 00:00:11 1072  0
 41991  45537  0.0 00:00:11 1072  0
 41991  45538  0.0 00:00:01 1072  0
 41991  45539  0.0 00:00:01 1072  0
 41991  45540  0.0 00:00:11 1072  0
 41991  45542  0.0 00:00:11 1072  0
 41991  45543  0.0 00:00:01 1072  0
 41991  45544  0.0 00:00:01 1072  0
 41991  45545  0.0 00:00:12 1072  0
 41991  45546  0.0 00:00:11 1072  0
 41991  45547  0.0 00:00:01 1072  0
 41991  45548  0.0 00:00:01 1072  0
 41991  45549  0.0 00:00:01 1072  0
 41991  45550  0.0 00:00:11 1072  0
 41991  45551  0.0 00:00:01 1072  0
 41991  45552  0.0 00:00:11 1072  0
 41991  45553  0.0 00:00:12 1072  0
 41991  45554  0.0 00:00:01 1072  0
 41991  45555  0.0 00:00:11 1072  0
 41991  45556  0.0 00:00:11 1072  0
 41991  45557  0.0 00:00:01 1072  0
 41991  45558  0.0 00:00:01 1072  0
 41991  45559  0.0 00:00:01 1072  0
 41991  45560  0.0 00:00:01 1072  0
 41991  45561  0.0 00:00:11 1072  0
 41991  45562  0.0 00:00:01 1072  0
 41991  45563  0.0 00:00:01 1072  0
 41991  45564  0.0 00:00:11 1072  0
 41991  45565  0.0 00:00:01 1072  0
 41991  45566  0.0 00:00:01 1072  0
 41991  45567  0.0 00:00:11 1072  0
 41991  45568  0.0 00:00:11 1072  0
 41991  45569  0.0 00:00:01 1072  0
 41991  45570  0.0 00:00:01 1072  0
 41991  45571  0.0 00:00:11 1072  0
 41991  45572  0.0 00:00:11 1072  0
 41991  45573  0.0 00:00:11 1072  0
 41991  45574  0.0 00:00:01 1072  0
 41991  45575  0.0 00:00:01 1072  0
 41991  45576  0.0 00:00:01 1072  0
 41991  45577  0.0 00:00:01 1072  0
 41991  45578  0.0 00:00:11 1072  0
 41991  45579  0.0 00:00:12 1072  0
 41991  45580  0.0 00:00:01 1072  0
 41991  45581  0.0 00:00:01 1072  0
 41991  45583  0.0 00:00:11 1072  0
 41991  45584  0.0 00:00:01 1072  0
 41991  45585  0.0 00:00:11 1072  0
 41991  45586  0.0 00:00:01 1072  0
 41991  45587  0.0 00:00:01 1072  0
 41991  45588  0.0 00:00:11 1072  0
 41991  45589  0.0 00:00:01 1072  0
 41991  45590  0.0 00:00:11 1072  0
 41991  45591  0.0 00:00:11 1072  0
 41991  45593  0.0 00:00:01 1072  0
 41991  45594  0.0 00:00:11 1072  0
 41991  45595  0.0 00:00:01 1072  0
 41991  45596  0.0 00:00:12 1072  0
 41991  45597  0.0 00:00:01 1072  0
 41991  45598  0.0 00:00:11 1072  0
 41991  45599  0.0 00:00:01 1072  0
 41991  45600  0.0 00:00:11 1072  0
 41991  45601  0.0 00:00:11 1072  0
 41991  45602  0.0 00:00:11 1072  0
 41991  45603  0.0 00:00:01 1072  0
 41991  45604  0.0 00:00:01 1072  0
 41991  45605  0.0 00:00:01 1072  0
 41991  45606  0.0 00:00:12 1072  0
 41991  45608  0.0 00:00:11 1072  0
 41991  45609  0.0 00:00:01 1072  0
 41991  45610  0.0 00:00:11 1072  0
 41991  45611  0.0 00:00:01 1072  0
 41991  45612  0.0 00:00:11 1072  0
 41991  45613  0.0 00:00:01 1072  0
 41991  45614  0.0 00:00:01 1072  0
 41991  45615  0.0 00:00:11 1072  0
 41991  45616  0.0 00:00:11 1072  0
 41991  45617  0.0 00:00:01 1072  0
 41991  45618  0.0 00:00:11 1072  0
 41991  45619  0.0 00:00:01 1072  0
 41991  45620  0.0 00:00:11 1072  0
 41991  45621  0.0 00:00:01 1072  0
 41991  45622  0.0 00:00:11 1072  0
 41991  45623  0.0 00:00:01 1072  0
 41991  45624  0.0 00:00:11 1072  0
 41991  45625  0.0 00:00:01 1072  0
 41991  45627  0.0 00:00:11 1072  0
 41991  45628  0.0 00:00:01 1072  0
 41991  45629  0.0 00:00:01 1072  0
 41991  45630  0.0 00:00:11 1072  0
 41991  45631  0.0 00:00:01 1072  0
 41991  45648  0.0 00:00:11 1072  0
 41991  45650  0.0 00:00:11 1072  0
 41991  45659  0.0 00:00:01 1072  0
 41991  45660  0.0 00:00:11 1072  0
 41991  45661  0.0 00:00:11 1072  0
 41991  45662  0.0 00:00:12 1072  0
 41991  45663  0.0 00:00:11 1072  0
 41991  45664  0.0 00:00:11 1072  0
 41991  45665  0.0 00:00:01 1072  0
 41991  45666  0.0 00:00:11 1072  0
 41991  45667  0.0 00:00:01 1072  0
 41991  45668  0.0 00:00:01 1072  0
 41991  45669  0.0 00:00:11 1072  0
 41991  45670  0.0 00:00:01 1072  0
 41991  45671  0.0 00:00:01 1072  0
 41991  45672  0.0 00:00:01 1072  0
 41991  45673  0.0 00:00:11 1072  0
 41991  45674  0.0 00:00:01 1072  0
 41991  45675  0.0 00:00:11 1072  0
 41991  45676  0.0 00:00:11 1072  0
 41991  45677  0.0 00:00:01 1072  0
 41991  45678  0.0 00:00:01 1072  0
 41991  45681  0.0 00:00:11 1072  0
 41991  45682  0.0 00:00:01 1072  0
 41991  45683  0.0 00:00:11 1072  0
 41991  45684  0.0 00:00:12 1072  0
 41991  45685  0.0 00:00:01 1072  0
 41991  45686  0.0 00:00:01 1072  0
 41991  45687  0.0 00:00:11 1072  0
 41991  45688  0.0 00:00:11 1072  0
 41991  45689  0.0 00:00:01 1072  0
 41991  45690  0.0 00:00:01 1072  0
 41991  45691  0.0 00:00:11 1072  0
 41991  45693  0.0 00:00:11 1072  0
 41991  45707  0.0 00:00:11 1072  0
 41991  45711  0.0 00:00:01 1072  0
 41991  45718  0.0 00:00:01 1072  0
 41991  45721  0.0 00:00:11 1072  0
 41991  45722  0.0 00:00:01 1072  0
 41991  45724  0.0 00:00:11 1072  0
 41991  45725  0.0 00:00:01 1072  0
 41991  45726  0.0 00:00:11 1072  0
 41991  45727  0.0 00:00:01 1072  0
 41991  45728  0.0 00:00:11 1072  0
 41991  45729  0.0 00:00:01 1072  0
 41991  45731  0.0 00:00:11 1072  0
 41991  45732  0.0 00:00:11 1072  0
 41991  45733  0.0 00:00:11 1072  0
 41991  45734  0.0 00:00:11 1072  0
 41991  45735  0.0 00:00:11 1072  0
 41991  45736  0.0 00:00:01 1072  0
 41991  45737  0.0 00:00:01 1072  0
 41991  45739  0.0 00:00:11 1072  0
 41991  45740  0.0 00:00:01 1072  0
 41991  45741  0.0 00:00:11 1072  0
 41991  45742  0.0 00:00:11 1072  0
 41991  45743  0.0 00:00:01 1072  0
 41991  45748  0.0 00:00:01 1072  0
 41991  45770  0.0 00:00:11 1072  0
 41991  45771  0.0 00:00:11 1072  0
 41991  45772  0.0 00:00:01 1072  0
 41991  45773  0.0 00:00:12 1072  0
 41991  45774  0.0 00:00:01 1072  0
 41991  45775  0.0 00:00:01 1072  0
 41991  45776  0.0 00:00:11 1072  0
 41991  45777  0.0 00:00:11 1072  0
 41991  45778  0.0 00:00:01 1072  0
 41991  45779  0.0 00:00:11 1072  0
 41991  45780  0.0 00:00:01 1072  0
 41991  45781  0.0 00:00:11 1072  0
 41991  45782  0.0 00:00:12 1072  0
 41991  45783  0.0 00:00:01 1072  0
 41991  45784  0.0 00:00:01 1072  0
 41991  45786  0.0 00:00:11 1072  0
 41991  45788  0.0 00:00:01 1072  0
 41991  45789  0.0 00:00:11 1072  0
 41991  45790  0.0 00:00:01 1072  0
 41991  45791  0.0 00:00:11 1072  0
 41991  45792  0.0 00:00:01 1072  0
 41991  45793  0.0 00:00:01 1072  0
 41991  45794  0.0 00:00:11 1072  0
 41991  45795  0.0 00:00:11 1072  0
 41991  45796  0.0 00:00:11 1072  0
 41991  45797  0.0 00:00:01 1072  0
 41991  45798  0.0 00:00:01 1072  0
 41991  45799  0.0 00:00:01 1072  0
 41991  45800  0.0 00:00:01 1072  0
 41991  45801  0.0 00:00:12 1072  0
 41991  45802  0.0 00:00:11 1072  0
 41991  45803  0.0 00:00:01 1072  0
 41991  45804  0.0 00:00:01 1072  0
 41991  45805  0.0 00:00:01 1072  0
 41991  45833  0.0 00:00:12 1072  0
 41991  45834  0.0 00:00:01 1072  0
 41991  45835  0.0 00:00:11 1072  0
 41991  45836  0.0 00:00:01 1072  0
 41991  45837  0.0 00:00:01 1072  0
 41991  45838  0.0 00:00:11 1072  0
 41991  45839  0.0 00:00:11 1072  0
 41991  45840  0.0 00:00:01 1072  0
 41991  45841  0.0 00:00:11 1072  0
 41991  45842  0.0 00:00:01 1072  0
 41991  45843  0.0 00:00:01 1072  0
 41991  45845  0.0 00:00:00 1072  0
 41991  45847  0.0 00:00:11 1072  0
 41991  45848  0.0 00:00:01 1072  0
 41991  45874  0.0 00:00:11 1072  0
 41991  45875  0.0 00:00:01 1072  0
 41991  45876  0.0 00:00:11 1072  0
 41991  45877  0.0 00:00:01 1072  0
 41991  45880  0.0 00:00:11 1072  0
 41991  45881  0.0 00:00:01 1072  0
 41991  45882  0.0 00:00:01 1072  0
 41991  45883  0.0 00:00:11 1072  0
 41991  45884  0.0 00:00:12 1072  0
 41991  45885  0.0 00:00:01 1072  0
 41991  45886  0.0 00:00:11 1072  0
 41991  45887  0.0 00:00:01 1072  0
 41991  45888  0.0 00:00:11 1072  0
 41991  45889  0.0 00:00:11 1072  0
 41991  45890  0.0 00:00:01 1072  0
 41991  45891  0.0 00:00:11 1072  0
 41991  45892  0.0 00:00:01 1072  0
 41991  45893  0.0 00:00:11 1072  0
 41991  45894  0.0 00:00:01 1072  0
 41991  45895  0.0 00:00:11 1072  0
 41991  45896  0.0 00:00:11 1072  0
 41991  45897  0.0 00:00:11 1072  0
 41991  45900  0.0 00:00:01 1072  0
 41991  45904  0.0 00:00:11 1072  0
 41991  45915  0.0 00:00:12 1072  0
 41991  45916  0.0 00:00:01 1072  0
 41991  45917  0.0 00:00:01 1072  0
 41991  45921  0.0 00:00:11 1072  0
 41991  45928  0.0 00:00:12 1072  0
 41991  45930  0.0 00:00:01 1072  0
 41991  45931  0.0 00:00:01 1072  0
 41991  45932  0.0 00:00:11 1072  0
 41991  45933  0.0 00:00:01 1072  0
 41991  45935  0.0 00:00:11 1072  0
 41991  45936  0.0 00:00:11 1072  0
 41991  45937  0.0 00:00:11 1072  0
 41991  45938  0.0 00:00:11 1072  0
 41991  45939  0.0 00:00:01 1072  0
 41991  45940  0.0 00:00:11 1072  0
 41991  45941  0.0 00:00:11 1072  0
 41991  45942  0.0 00:00:11 1072  0
 41991  45943  0.0 00:00:01 1072  0
 41991  45944  0.0 00:00:11 1072  0
 41991  45945  0.0 00:00:11 1072  0
 41991  45946  0.0 00:00:01 1072  0
 41991  45947  0.0 00:00:01 1072  0
 41991  45948  0.0 00:00:11 1072  0
 41991  45949  0.0 00:00:01 1072  0
 41991  45950  0.0 00:00:01 1072  0
 41991  45951  0.0 00:00:01 1072  0
 41991  45952  0.0 00:00:11 1072  0
 41991  45954  0.0 00:00:11 1072  0
 41991  45955  0.0 00:00:01 1072  0
 41991  45956  0.0 00:00:01 1072  0
 41991  45957  0.0 00:00:11 1072  0
 41991  45959  0.0 00:00:01 1072  0
 41991  45960  0.0 00:00:12 1072  0
 41991  45961  0.0 00:00:11 1072  0
 41991  45962  0.0 00:00:01 1072  0
 41991  45963  0.0 00:00:01 1072  0
 41991  45964  0.0 00:00:01 1072  0
 41991  45965  0.0 00:00:11 1072  0
 41991  45966  0.0 00:00:01 1072  0
 41991  45967  0.0 00:00:01 1072  0
 41991  45993  0.0 00:00:11 1072  0
 41991  45994  0.0 00:00:11 1072  0
 41991  45995  0.0 00:00:01 1072  0
 41991  45996  0.0 00:00:01 1072  0
 41991  45997  0.0 00:00:11 1072  0
 41991  45998  0.0 00:00:01 1072  0
 41991  46001  0.0 00:00:11 1072  0
 41991  46002  0.0 00:00:11 1072  0
 41991  46003  0.0 00:00:01 1072  0
 41991  46004  0.0 00:00:01 1072  0
 41991  46005  0.0 00:00:11 1072  0
 41991  46006  0.0 00:00:01 1072  0
 41991  46007  0.0 00:00:12 1072  0
 41991  46008  0.0 00:00:12 1072  0
 41991  46009  0.0 00:00:01 1072  0
 41991  46010  0.0 00:00:01 1072  0
 41991  46011  0.0 00:00:12 1072  0
 41991  46012  0.0 00:00:01 1072  0
 41991  46013  0.0 00:00:11 1072  0
 41991  46014  0.0 00:00:01 1072  0
 41991  46016  0.0 00:00:12 1072  0
 41991  46017  0.0 00:00:01 1072  0
 41991  46018  0.0 00:00:01 1072  0
 41991  46044  0.0 00:00:11 1072  0
 41991  46045  0.0 00:00:01 1072  0
 41991  46046  0.0 00:00:11 1072  0
 41991  46047  0.0 00:00:01 1072  0
 41991  46048  0.0 00:00:11 1072  0
 41991  46049  0.0 00:00:01 1072  0
 41991  46050  0.0 00:00:11 1072  0
 41991  46051  0.0 00:00:01 1072  0
 41991  46054  0.0 00:00:11 1072  0
 41991  46055  0.0 00:00:01 1072  0
 41991  46056  0.0 00:00:11 1072  0
 41991  46057  0.0 00:00:01 1072  0
 41991  46083  0.0 00:00:11 1072  0
 41991  46084  0.0 00:00:01 1072  0
 41991  46085  0.0 00:00:11 1072  0
 41991  46086  0.0 00:00:01 1072  0
 41991  46087  0.0 00:00:01 1072  0
 41991  46088  0.0 00:00:11 1072  0
 41991  46089  0.0 00:00:11 1072  0
 41991  46090  0.0 00:00:01 1072  0
 41991  46092  0.0 00:00:11 1072  0
 41991  46093  0.0 00:00:01 1072  0
 41991  46094  0.0 00:00:11 1072  0
 41991  46095  0.0 00:00:01 1072  0
 41991  46097  0.0 00:00:11 1072  0
 41991  46098  0.0 00:00:01 1072  0
 41991  46099  0.0 00:00:01 1072  0
 41991  46100  0.0 00:00:11 1072  0
 41991  46102  0.0 00:00:01 1072  0
 41991  46103  0.0 00:00:01 1072  0
 41991  46104  0.0 00:00:11 1072  0
 41991  46105  0.0 00:00:01 1072  0
 41991  46106  0.0 00:00:01 1072  0
 41991  46132  0.0 00:00:11 1072  0
 41991  46133  0.0 00:00:01 1072  0
 41991  46134  0.0 00:00:11 1072  0
 41991  46135  0.0 00:00:01 1072  0
 41991  46136  0.0 00:00:11 1072  0
 41991  46137  0.0 00:00:01 1072  0
 41991  46140  0.0 00:00:11 1072  0
 41991  46141  0.0 00:00:01 1072  0
 41991  46142  0.0 00:00:11 1072  0
 41991  46148  0.0 00:00:01 1072  0
 41991  46157  0.0 00:00:11 1072  0
 41991  46158  0.0 00:00:01 1072  0
 41991  46159  0.0 00:00:11 1072  0
 41991  46160  0.0 00:00:01 1072  0
 41991  46162  0.0 00:00:11 1072  0
 41991  46163  0.0 00:00:01 1072  0
 41991  46164  0.0 00:00:11 1072  0
 41991  46165  0.0 00:00:01 1072  0
 41991  46166  0.0 00:00:01 1072  0
 41991  46167  0.0 00:00:11 1072  0
 41991  46168  0.0 00:00:11 1072  0
 41991  46169  0.0 00:00:01 1072  0
 41991  46170  0.0 00:00:11 1072  0
 41991  46171  0.0 00:00:01 1072  0
 41991  46173  0.0 00:00:11 1072  0
 41991  46174  0.0 00:00:01 1072  0
 41991  46175  0.0 00:00:01 1072  0
 41991  46176  0.0 00:00:11 1072  0
 41991  46177  0.0 00:00:01 1072  0
 41991  46178  0.0 00:00:01 1072  0
 41991  46179  0.0 00:00:11 1072  0
 41991  46180  0.0 00:00:01 1072  0
 41991  46181  0.0 00:00:01 1072  0
 41991  46182  0.0 00:00:11 1072  0
 41991  46183  0.0 00:00:11 1072  0
 41991  46184  0.0 00:00:01 1072  0
 41991  46185  0.0 00:00:01 1072  0
 41991  46187  0.0 00:00:11 1072  0
 41991  46188  0.0 00:00:01 1072  0
 41991  46189  0.0 00:00:01 1072  0
 41991  46190  0.0 00:00:11 1072  0
 41991  46191  0.0 00:00:11 1072  0
 41991  46192  0.0 00:00:01 1072  0
 41991  46193  0.0 00:00:11 1072  0
 41991  46194  0.0 00:00:01 1072  0
 41991  46195  0.0 00:00:11 1072  0
 41991  46196  0.0 00:00:11 1072  0
 41991  46197  0.0 00:00:01 1072  0
 41991  46198  0.0 00:00:01 1072  0
 41991  46199  0.0 00:00:11 1072  0
 41991  46200  0.0 00:00:01 1072  0
 41991  46201  0.0 00:00:11 1072  0
 41991  46202  0.0 00:00:01 1072  0
 41991  46203  0.0 00:00:11 1072  0
 41991  46204  0.0 00:00:01 1072  0
 41991  46205  0.0 00:00:01 1072  0
 41991  46206  0.0 00:00:11 1072  0
 41991  46207  0.0 00:00:11 1072  0
 41991  46208  0.0 00:00:01 1072  0
 41991  46209  0.0 00:00:01 1072  0
 41991  46211  0.0 00:00:11 1072  0
 41991  46212  0.0 00:00:12 1072  0
 41991  46213  0.0 00:00:01 1072  0
 41991  46214  0.0 00:00:01 1072  0
 41991  46215  0.0 00:00:01 1072  0
 41991  46216  0.0 00:00:11 1072  0
 41991  46217  0.0 00:00:11 1072  0
 41991  46218  0.0 00:00:01 1072  0
 41991  46219  0.0 00:00:01 1072  0
 41991  46220  0.0 00:00:01 1072  0
 41991  46222  0.0 00:00:11 1072  0
 41991  46223  0.0 00:00:01 1072  0
 41991  46648  0.0 00:00:00 1072  0
 41991  47030  0.0 00:00:00 1072  0
 41991  47739  0.0 00:00:00 1072  0
 41991  47904  0.0 00:00:00 1072  0
 41991  48516  0.0 00:00:00 1072  0
 41991  48668  0.0 00:00:00 1072  0
 41991  38658  0.0 00:00:00 1072  0
 41991  48823  0.0 00:00:00 1072  0
 41991  48824  0.0 00:00:00 1072  0
 41991  49158  0.0 00:00:00 1072  0
 41991  51160  0.0 00:00:00 1072  0
 41991  51190  0.0 00:00:00 1072  0
